#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Carlito syrichta","Eukaryota;Animals;Mammals","Samal-C Ts95f","SAMN02445010","PRJNA20339","GCA_000164805.2","Scaffold",3453.86,41,"mitochondrion MT:NC_012774.1/AB371090.1","ABRT02",337189,33081,"2013-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/805/GCA_000164805.2_Tarsius_syrichta-2.0.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/805/GCF_000164805.1_Tarsius_syrichta-2.0.1"
"Rhinolophus ferrumequinum","Eukaryota;Animals;Mammals","","SAMN02213056","PRJNA209409","GCA_000465495.1","Scaffold",1926.44,40.6,,"AWHA01",160500,0,"2013-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/495/GCA_000465495.1_ASM46549v1",
"Python bivittatus","Eukaryota;Animals;Reptiles","","SAMN02981298","PRJNA61243","GCA_000186305.2","Scaffold",1435.05,39.7,"mitochondrion MT:NC_021479.1/KF010492.1","AEQU02",39113,32724,"2013-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/305/GCA_000186305.2_Python_molurus_bivittatus-5.0.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/305/GCF_000186305.1_Python_molurus_bivittatus-5.0.2"
"Pteronotus parnellii","Eukaryota;Animals;Mammals","","SAMN02212709","PRJNA209408","GCA_000465405.1","Scaffold",1960.32,40.8,,"AWGZ01",177401,0,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/405/GCA_000465405.1_ASM46540v1",
"Megaderma lyra","Eukaryota;Animals;Mammals","","SAMN02212695","PRJNA209407","GCA_000465345.1","Scaffold",1735.93,40.3,,"AWHB01",192872,0,"2013-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/345/GCA_000465345.1_ASM46534v1",
"Eidolon helvum","Eukaryota;Animals;Mammals","","SAMN02212690","PRJNA209406","GCA_000465285.1","Scaffold",1837.75,39.2,,"AWHC01",133538,0,"2013-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/285/GCA_000465285.1_ASM46528v1",
"Haemonchus contortus","Eukaryota;Animals;Roundworms","ISE/inbred ISE","SAMEA2272274","PRJEB506","GCA_000469685.1","Scaffold",319.758,43.4,,"CAVP01",12915,18472,"2013-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/685/GCA_000469685.1_HCON",
"Apis dorsata","Eukaryota;Animals;Insects","","SAMN02954476","PRJNA232132","GCA_000469605.1","Scaffold",230.34,32.5,,"AUPE01",4040,18144,"2013-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/605/GCA_000469605.1_Apis_dorsata_1.3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/605/GCF_000469605.1_Apis_dorsata_1.3"
"Drosophila suzukii","Eukaryota;Animals;Insects","","SAMN02953868","PRJNA325161","GCA_000472105.1","Scaffold",232.923,41.8,,"AWUT01",8680,23160,"2013-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/105/GCA_000472105.1_Dsuzukii.v01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/105/GCF_000472105.1_Dsuzukii.v01"
"Aspergillus nidulans FGSC A4","Eukaryota;Fungi;Ascomycetes","FGSC A4","SAMN02953587","PRJNA130","GCA_000149205.2","Scaffold",30.276,50.2721,"mitochondrion MT:NC_017896.1/JQ435097.1","AACD01",91,9556,"2003-04-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/205/GCA_000149205.2_ASM14920v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/205/GCF_000149205.2_ASM14920v2"
"Anopheles culicifacies","Eukaryota;Animals;Insects","species A-37_1","SAMN02953871","PRJNA163119","GCA_000473375.1","Scaffold",202.999,43.1,,"AXCM01",16162,0,"2013-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/375/GCA_000473375.1_Anop_culi_species_A-37_1_V1",
"Anopheles atroparvus","Eukaryota;Animals;Insects","EBRO","SAMN01087926","PRJNA67233","GCA_000473505.1","Scaffold",224.29,46.8,,"AXCP01",1371,0,"2013-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/505/GCA_000473505.1_Anop_atro_EBRO_V1",
"Diaphorina citri","Eukaryota;Animals;Insects","","SAMN00100712","PRJNA29447","GCA_000475195.1","Scaffold",485.705,38.5,,"AWGM01",161988,20622,"2013-09-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/195/GCA_000475195.1_Diaci_psyllid_genome_assembly_version_1.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/195/GCF_000475195.1_Diaci_psyllid_genome_assembly_version_1.1"
"Neurospora crassa OR74A","Eukaryota;Fungi;Ascomycetes","OR74A","SAMN02953583","PRJNA13841","GCA_000182925.2"," Chromosome",41.1024,48.2319,"linkage group I:NC_026501.1/CM002236.1; linkage group II:NC_026502.1/CM002237.1; linkage group III:NC_026503.1/CM002238.1; linkage group IV:NC_026504.1/CM002239.1; linkage group V:NC_026505.1/CM002240.1; linkage group VI:NC_026506.1/CM002241.1; linkage group VII:NC_026507.1/CM002242.1; mitochondrion MT:NC_026614.1/KC683708.1","AABX03",21,10812,"2003-03-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/925/GCA_000182925.2_NC12","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/925/GCF_000182925.2_NC12"
"Sebastes rubrivinctus","Eukaryota;Animals;Fishes","","SAMN02981552","PRJNA62009","GCA_000475215.1","Scaffold",756.297,40.7,,"AUPQ01",68206,0,"2013-10-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/215/GCA_000475215.1_SRub1.0",
"Poecilia formosa","Eukaryota;Animals;Fishes","","SAMN02981564","PRJNA237006","GCA_000485575.1","Scaffold",748.923,39.6,,"AYCK01",3985,49495,"2013-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/575/GCA_000485575.1_Poecilia_formosa-5.1.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/575/GCF_000485575.1_Poecilia_formosa-5.1.2"
"Balaenoptera acutorostrata scammoni","Eukaryota;Animals;Mammals","","SAMN02192642","PRJNA72723","GCA_000493695.1","Scaffold",2431.69,41.4,"mitochondrion MT:NC_005271.1/AJ554054.1","ATDI01",10776,34821,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/695/GCA_000493695.1_BalAcu1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/695/GCF_000493695.1_BalAcu1.0"
"Eutrema salsugineum","Eukaryota;Plants;Land Plants","","SAMN02981485","PRJNA73205","GCA_000478725.1","Scaffold",243.11,37.9,,"ANOA01",638,33637,"2013-10-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/725/GCA_000478725.1_Eutsalg1_0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/725/GCF_000478725.1_Eutsalg1_0"
"Citrus clementina","Eukaryota;Plants;Land Plants","","SAMN02389527","PRJNA223006","GCA_000493195.1","Scaffold",301.365,35.2,,"AMZM01",1398,32586,"2013-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/195/GCA_000493195.1_Citrus_clementina_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/195/GCF_000493195.1_Citrus_clementina_v1.0"
"Aspergillus niger","Eukaryota;Fungi;Ascomycetes","","SAMEA3283178","PRJNA19275","GCA_000002855.2","Scaffold",34.0067,50.3785,"mitochondrion MT:NC_007445.1/DQ207726.1",,20,10609,"2005-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/855/GCA_000002855.2_ASM285v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/855/GCF_000002855.3_ASM285v2"
"Kalmanozyma brasiliensis GHG001","Eukaryota;Fungi;Basidiomycetes","GHG001","SAMN02334589","PRJNA217085","GCA_000497045.1","Scaffold",17.3254,58.1,,"AWXO01",45,5765,"2013-11-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/045/GCA_000497045.1_PSEUBRA1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/497/045/GCF_000497045.1_PSEUBRA1"
"Amanita jacksonii TRTC168611","Eukaryota;Fungi;Basidiomycetes","","SAMN02981569","PRJNA226613","GCA_000497225.1","Scaffold",30.8564,47.4,,"AYNK01",4516,0,"2013-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/225/GCA_000497225.1_AmaJack1.0",
"Spironucleus salmonicida","Eukaryota;Protists;Other Protists","","SAMN02303460","PRJNA60811","GCA_000497125.1","Scaffold",12.9546,33.6,,"AUWU01",233,8333,"2013-11-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/125/GCA_000497125.1_SSK3.0",
"Spathaspora arborariae UFMG-19.1A","Eukaryota;Fungi;Ascomycetes","UFMG-19.1A","SAMN02981567","PRJNA207280","GCA_000497715.1","Scaffold",12.8706,31.9,,"AYLH01",41,0,"2013-11-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/715/GCA_000497715.1_SpaArb1.0",
"Fusarium graminearum PH-1","Eukaryota;Fungi;Ascomycetes","PH-1; NRRL 31084","SAMN02953593","PRJNA13839","GCA_000240135.3"," Chromosome",36.458,48.3278,"chromosome 1:NC_026474.1/CM000574.1; chromosome 2:NC_026475.1/CM000575.1; chromosome 3:NC_026476.1/CM000576.1; chromosome 4:NC_026477.1/CM000577.1","AACM02",31,13313,"2003-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3"
"Naegleria fowleri","Eukaryota;Protists;Other Protists","ATCC 30863","SAMN02351365","PRJNA214944","GCA_000499105.1","Scaffold",27.7913,37,,"AWXF01",574,0,"2013-11-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/105/GCA_000499105.1_Naegleria_fowleri_1.0",
"Eimeria necatrix","Eukaryota;Protists;Apicomplexans","Houghton","SAMEA3138811","PRJEB4833","GCA_000499385.1","Scaffold",55.0079,51,,"CBUZ01",3707,8609,"2013-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/385/GCA_000499385.1_ENH001","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/385/GCF_000499385.1_ENH001"
"Eimeria acervulina","Eukaryota;Protists;Apicomplexans","Houghton","SAMEA3138813","PRJEB4832","GCA_000499425.1","Scaffold",45.8306,48.3,,"CBUS01",3415,6867,"2013-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/425/GCA_000499425.1_EAH001","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/425/GCF_000499425.1_EAH001"
"Eimeria praecox","Eukaryota;Protists;Apicomplexans","Houghton","SAMEA3138814","PRJEB4836","GCA_000499445.1","Scaffold",60.0833,45.4,,"CBUU01",21348,7635,"2013-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/445/GCA_000499445.1_EPH001",
"Eimeria maxima","Eukaryota;Protists;Apicomplexans","Weybridge","SAMEA3138822","PRJEB4864","GCA_000499605.1","Scaffold",45.9751,46.6,,"CBUY01",3564,6057,"2013-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/605/GCA_000499605.1_EMW001","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/605/GCF_000499605.1_EMW001"
"Eimeria brunetti","Eukaryota;Protists;Apicomplexans","Houghton","SAMEA3138828","PRJEB4834","GCA_000499725.1","Scaffold",66.8902,47.7,,"CBUX01",8575,8711,"2013-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/725/GCA_000499725.1_EBH001",
"Eimeria mitis","Eukaryota;Protists;Apicomplexans","Houghton","SAMEA3138829","PRJEB4835","GCA_000499745.1","Scaffold",60.4151,46.5,,"CBUT01",10336,8748,"2013-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/745/GCA_000499745.1_EMH001","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/745/GCF_000499745.1_EMH001"
"Populus euphratica","Eukaryota;Plants;Land Plants","","SAMN02981499","PRJNA268063","GCA_000495115.1","Scaffold",496.033,32.8012,"chloroplast Pltd:NC_024747.1/KJ624919.1","AOFL01",9615,49760,"2013-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/115/GCA_000495115.1_PopEup_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/115/GCF_000495115.1_PopEup_1.0"
"Cronartium ribicola 11-2","Eukaryota;Fungi;Basidiomycetes","11-2","SAMN02178794","PRJNA190829","GCA_000500245.1","Scaffold",94.3329,41.4,,"AWVX01",41096,0,"2013-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/245/GCA_000500245.1_Cro_ribi_1.0",
"Phaseolus vulgaris","Eukaryota;Plants;Land Plants","","SAMN02981484","PRJNA41439","GCA_000499845.1"," Chromosome",521.077,36.2199,"chromosome 1:NC_023759.1/CM002288.1; chromosome 2:NC_023758.1/CM002289.1; chromosome 3:NC_023757.1/CM002290.1; chromosome 4:NC_023756.1/CM002291.1; chromosome 5:NC_023755.1/CM002292.1; chromosome 6:NC_023754.1/CM002293.1; chromosome 7:NC_023753.1/CM002294.1; chromosome 8:NC_023752.1/CM002295.1; chromosome 9:NC_023751.1/CM002296.1; chromosome 10:NC_023750.1/CM002297.1; chromosome 11:NC_023749.1/CM002298.1","ANNZ01",708,32720,"2013-11-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/845/GCA_000499845.1_PhaVulg1_0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/845/GCF_000499845.1_PhaVulg1_0"
"Endocronartium harknessii PhW48OC","Eukaryota;Fungi;Basidiomycetes","PhW48OC","SAMN02178785","PRJNA190831","GCA_000500795.1","Scaffold",56.9403,40.9,,"AXDO01",25178,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/795/GCA_000500795.1_Endo_hark_1.0",
"Cronartium quercuum f. sp. banksianae CqE3WM","Eukaryota;Fungi;Basidiomycetes","CqE3WM","SAMN02178791","PRJNA190830","GCA_000500775.1","Scaffold",22.134,41.1,,"AXDN01",17127,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/775/GCA_000500775.1_Cro_quer_1.0",
"Ceratosolen solmsi marchali","Eukaryota;Animals;Insects","","SAMN02953852","PRJNA277475","GCA_000503995.1","Scaffold",277.059,30.4,,"ATAC01",2457,12833,"2013-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/995/GCA_000503995.1_CerSol_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/995/GCF_000503995.1_CerSol_1.0"
"Sclerotinia borealis F-4128","Eukaryota;Fungi;Ascomycetes","F-4128","SAMN02981572","PRJNA227173","GCA_000503235.1","Scaffold",39.4501,41.9,,"AYSA01",1241,10166,"2013-12-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/235/GCA_000503235.1_SBOR_1",
"Peromyscus maniculatus bairdii","Eukaryota;Animals;Mammals","","SAMN00848614","PRJNA53563","GCA_000500345.1","Scaffold",2630.54,42.7,,"AYHN01",30921,45588,"2013-11-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/345/GCA_000500345.1_Pman_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/500/345/GCF_000500345.1_Pman_1.0"
"Callorhinchus milii","Eukaryota;Animals;Fishes","IMCB2004","SAMN00000800","PRJNA18361","GCA_000165045.2","Scaffold",974.499,42.5998,"mitochondrion MT:NC_014285.1/HM147137.1","AAVX02",21204,28237,"2007-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/045/GCA_000165045.2_Callorhinchus_milii-6.1.3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/045/GCF_000165045.1_Callorhinchus_milii-6.1.3"
"Cladophialophora carrionii CBS 160.54","Eukaryota;Fungi;Ascomycetes","CBS 160.54","SAMN01919308","PRJNA245126","GCA_000365165.2","Scaffold",28.9911,54.3,,"AOFF01",19,10373,"2013-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/165/GCA_000365165.2_Clad_carr_CBS_160_54_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/165/GCF_000365165.1_Clad_carr_CBS_160_54_V1"
"Cyphellophora europaea CBS 101466","Eukaryota;Fungi;Ascomycetes","CBS 101466","SAMN02981492","PRJNA172438","GCA_000365145.2","Scaffold",28.7813,54,,"AOBU01",19,11094,"2013-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/145/GCA_000365145.2_Phia_euro_CBS_101466_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/145/GCF_000365145.1_Phia_euro_CBS_101466_V1"
"Steinernema monticolum","Eukaryota;Animals;Roundworms","","SAMN02953877","PRJNA205067","GCA_000505645.1","Scaffold",89.159,41.8,,"AZHV01",14252,0,"2013-12-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/645/GCA_000505645.1_S_monti_v1",
"Symbiodinium minutum Mf 1.05b.01","Eukaryota;Protists;Other Protists","Mf 1.05b.01","SAMD00008691","PRJDB732","GCA_000507305.1","Scaffold",609.476,43.5,,"BASF01",21899,0,"2013-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/305/GCA_000507305.1_ASM50730v1",
"Necator americanus","Eukaryota;Animals;Roundworms","","SAMN02953824","PRJNA72135","GCA_000507365.1","Scaffold",244.075,41.3,,"ANCG01",11864,19153,"2013-12-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/365/GCA_000507365.1_N_americanus_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/365/GCF_000507365.1_N_americanus_v1"
"Fragaria x ananassa","Eukaryota;Plants;Land Plants","","","PRJDB1477","GCA_000511835.1","Scaffold",697.762,39.2,,"BATT01",625966,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/835/GCA_000511835.1_FAN_r1.1",
"Fragaria iinumae","Eukaryota;Plants;Land Plants","","SAMD00010918","PRJDB1478","GCA_000511975.1","Scaffold",199.628,39.1,,"BATU01",117822,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/975/GCA_000511975.1_FII_r1.1",
"Fragaria nubicola","Eukaryota;Plants;Land Plants","","SAMD00010927","PRJDB1480","GCA_000511995.1","Scaffold",203.686,38.2,,"BATW01",210780,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/995/GCA_000511995.1_FNU_r1.1",
"Fragaria nipponica","Eukaryota;Plants;Land Plants","","SAMD00010925","PRJDB1479","GCA_000512025.1","Scaffold",206.415,38.4,,"BATV01",215024,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/025/GCA_000512025.1_FNI_r1.1",
"Dianthus caryophyllus","Eukaryota;Plants;Land Plants","","SAMD00012316","PRJDB1491","GCA_000512335.1","Scaffold",567.662,37.8,,"BAUD01",45088,0,"2013-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/335/GCA_000512335.1_DCA_r1.0",
"Ogataea parapolymorpha DL-1","Eukaryota;Fungi;Ascomycetes","DL-1","SAMN02981294","PRJNA60503","GCA_000187245.3"," Chromosome",8.87459,47.8672,"chromosome I:NC_027866.1/CM002300.1; chromosome II:NC_027865.1/CM002301.1; chromosome III:NC_027864.1/CM002302.1; chromosome IV:NC_027863.1/CM002303.1; chromosome V:NC_027862.1/CM002304.1; chromosome VI:NC_027861.1/CM002305.1; chromosome VII:NC_027860.1/CM002306.1","AEOI02",7,10650,"2011-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/245/GCA_000187245.3_Hansenula_2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/245/GCF_000187245.1_Hansenula_2"
"Phytophthora parasitica INRA-310","Eukaryota;Protists;Other Protists","INRA-310","SAMN02981373","PRJNA259235","GCA_000247585.2","Scaffold",82.3892,49.4,,"AGFV02",708,27942,"2012-02-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/585/GCA_000247585.2_PP_INRA-310_V2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/585/GCF_000247585.1_PP_INRA-310_V2"
"Adineta vaga","Eukaryota;Animals;Other Animals","","SAMEA3138832","PRJEB1171","GCA_000513175.1","Scaffold",217.934,31.2,,"CAWI02",36167,0,"2013-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/175/GCA_000513175.1_AMS_PRJEB1171_v1",
"Penicillium roqueforti FM164","Eukaryota;Fungi;Ascomycetes","FM164","SAMEA3138836","PRJEB4023","GCA_000513255.1","Scaffold",29.01,48.7,,"CBMR01",48,12319,"2013-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/255/GCA_000513255.1_PROQFM164_20130607",
"Penicillium camemberti FM 013","Eukaryota;Fungi;Ascomycetes","FM 013","SAMEA3138840","PRJEB4962","GCA_000513335.1","Scaffold",35.012,48.2,,"CBVV01",180,14418,"2013-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/335/GCA_000513335.1_PCAMFM013_20131106",
"Sesamum indicum","Eukaryota;Plants;Land Plants","","SAMN02981519","PRJNA268358","GCA_000512975.1"," Chromosome",275.059,35.2239,"linkage group LG1:NC_026145.1/CM002349.1; linkage group LG2:NC_026146.1/CM002357.1; linkage group LG3:NC_026147.1/CM002358.1; linkage group LG4:NC_026148.1/CM002359.1; linkage group LG5:NC_026149.1/CM002360.1; linkage group LG6:NC_026150.1/CM002361.1; linkage group LG7:NC_026151.1/CM002362.1; linkage group LG8:NC_026152.1/CM002363.1; linkage group LG9:NC_026153.1/CM002364.1; linkage group LG10:NC_026154.1/CM002350.1; linkage group LG11:NC_026155.1/CM002351.1; linkage group LG12:NC_026156.1/CM002352.1; linkage group LG13:NC_026157.1/CM002353.1; linkage group LG14:NC_026158.1/CM002354.1; linkage group LG15:NC_026159.1/CM002355.1; linkage group LG16:NC_026160.1/CM002356.1; chloroplast Pltd:NC_016433.2/JN637766.2","APMJ01",16369,35410,"2013-12-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/975/GCA_000512975.1_S_indicum_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/975/GCF_000512975.1_S_indicum_v1.0"
"Ophiophagus hannah","Eukaryota;Animals;Reptiles","","SAMN02439592","PRJNA201683","GCA_000516915.1","Scaffold",1594.07,40.6,,"AZIM01",296399,0,"2013-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/915/GCA_000516915.1_OphHan1.0",
"Fragaria orientalis","Eukaryota;Plants;Land Plants","","SAMD00010919","PRJDB1481","GCA_000517285.1","Scaffold",214.184,38.1,,"BATX01",323163,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/285/GCA_000517285.1_FOR_r1.1",
"Moesziomyces aphidis DSM 70725","Eukaryota;Fungi;Basidiomycetes","DSM 70725","SAMN02319046","PRJNA215967","GCA_000517465.1","Scaffold",17.9217,60.9,,"AWNI01",42,6011,"2014-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/465/GCA_000517465.1_PseuAph1.0",
"Limulus polyphemus","Eukaryota;Animals;Other Animals","","SAMN02953878","PRJNA20489","GCA_000517525.1","Scaffold",1828.27,34.5,"mitochondrion MT:NC_003057.1/AF216203.1","AZTN01",286793,38682,"2013-12-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/525/GCA_000517525.1_Limulus_polyphemus-2.1.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/525/GCF_000517525.1_Limulus_polyphemus-2.1.2"
"Pestalotiopsis fici W106-1","Eukaryota;Fungi;Ascomycetes","W106-1","SAMN02369365","PRJNA245144","GCA_000516985.1","Scaffold",51.9107,48.7,,"ARNU01",39,15413,"2014-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/985/GCA_000516985.1_PFICI","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/516/985/GCF_000516985.1_PFICI"
"Aphanomyces astaci","Eukaryota;Protists;Other Protists","APO3","SAMN01906578","PRJNA264335","GCA_000520075.1","Scaffold",75.8444,49.6,,"AYTG01",835,26259,"2014-01-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/075/GCA_000520075.1_Apha_asta_APO3_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/075/GCF_000520075.1_Apha_asta_APO3_V1"
"Aphanomyces invadans","Eukaryota;Protists;Other Protists","NJM9701","SAMN01907307","PRJNA258292","GCA_000520115.1","Scaffold",71.4025,52.1,,"AYTH01",481,20816,"2014-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/115/GCA_000520115.1_Apha_inva_NJM9701_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/115/GCF_000520115.1_Apha_inva_NJM9701_V1"
